ano,sem_epidem,uf,sexo,casos,quantidade
2011,6,AM,Masculino,Casos sem informação laboratorial,0
2011,6,AM,Masculino,Casos sem teste laboratorial,0
2011,7,AM,Masculino,Testes positivos,0
2011,7,AM,Masculino,Testes negativos,0
2011,7,AM,Masculino,Casos aguardando resultado,0
2011,7,AM,Masculino,Casos sem informação laboratorial,0
2011,7,AM,Masculino,Casos sem teste laboratorial,0
2011,8,AM,Masculino,Testes positivos,0
2011,8,AM,Masculino,Testes negativos,0
2011,8,AM,Masculino,Casos aguardando resultado,0
2011,8,AM,Masculino,Casos sem informação laboratorial,0
2011,8,AM,Masculino,Casos sem teste laboratorial,0
2011,9,AM,Masculino,Testes positivos,0
2011,9,AM,Masculino,Testes negativos,0
2011,9,AM,Masculino,Casos aguardando resultado,0
2011,9,AM,Masculino,Casos sem informação laboratorial,0
2011,9,AM,Masculino,Casos sem teste laboratorial,0
2011,10,AM,Masculino,Testes positivos,0
2011,10,AM,Masculino,Testes negativos,0
2011,10,AM,Masculino,Casos aguardando resultado,0
2011,10,AM,Masculino,Casos sem informação laboratorial,0
2011,10,AM,Masculino,Casos sem teste laboratorial,0
2011,11,AM,Masculino,Testes positivos,0
2011,11,AM,Masculino,Testes negativos,0
2011,11,AM,Masculino,Casos aguardando resultado,0
2011,11,AM,Masculino,Casos sem informação laboratorial,0
2011,11,AM,Masculino,Casos sem teste laboratorial,0
2011,12,AM,Masculino,Testes positivos,0
2011,12,AM,Masculino,Testes negativos,0
2011,12,AM,Masculino,Casos aguardando resultado,0
2011,12,AM,Masculino,Casos sem informação laboratorial,0
2011,12,AM,Masculino,Casos sem teste laboratorial,0
2011,13,AM,Masculino,Testes positivos,0
2011,13,AM,Masculino,Testes negativos,0
2011,13,AM,Masculino,Casos aguardando resultado,0
2011,13,AM,Masculino,Casos sem informação laboratorial,0
2011,13,AM,Masculino,Casos sem teste laboratorial,0
2011,14,AM,Masculino,Testes positivos,0
2011,14,AM,Masculino,Testes negativos,0
2011,14,AM,Masculino,Casos aguardando resultado,0
2011,14,AM,Masculino,Casos sem informação laboratorial,0
2011,14,AM,Masculino,Casos sem teste laboratorial,0
2011,15,AM,Masculino,Testes positivos,0
2011,15,AM,Masculino,Testes negativos,0
2011,15,AM,Masculino,Casos aguardando resultado,0
2011,15,AM,Masculino,Casos sem informação laboratorial,0
2011,15,AM,Masculino,Casos sem teste laboratorial,0
2011,16,AM,Masculino,Testes positivos,0
2011,16,AM,Masculino,Testes negativos,0
2011,16,AM,Masculino,Casos aguardando resultado,0
2011,16,AM,Masculino,Casos sem informação laboratorial,0
2011,16,AM,Masculino,Casos sem teste laboratorial,0
2012,1,AM,Masculino,Testes positivos,0
2012,1,AM,Masculino,Testes negativos,0
2012,1,AM,Masculino,Casos aguardando resultado,0
2012,1,AM,Masculino,Casos sem informação laboratorial,0
2012,1,AM,Masculino,Casos sem teste laboratorial,0
2012,2,AM,Masculino,Testes positivos,0
2012,2,AM,Masculino,Testes negativos,0
2012,2,AM,Masculino,Casos aguardando resultado,0
2012,2,AM,Masculino,Casos sem informação laboratorial,0
2012,2,AM,Masculino,Casos sem teste laboratorial,0
2012,3,AM,Masculino,Testes positivos,0
2012,3,AM,Masculino,Testes negativos,0
2012,3,AM,Masculino,Casos aguardando resultado,0
2012,3,AM,Masculino,Casos sem informação laboratorial,0
2012,3,AM,Masculino,Casos sem teste laboratorial,0
2012,4,AM,Masculino,Testes positivos,0
2012,4,AM,Masculino,Testes negativos,0
2012,4,AM,Masculino,Casos aguardando resultado,0
2012,4,AM,Masculino,Casos sem informação laboratorial,0
2012,4,AM,Masculino,Casos sem teste laboratorial,0
2012,5,AM,Masculino,Testes positivos,0
2012,5,AM,Masculino,Testes negativos,0
2012,5,AM,Masculino,Casos aguardando resultado,0
2012,5,AM,Masculino,Casos sem informação laboratorial,0
2012,5,AM,Masculino,Casos sem teste laboratorial,0
2012,6,AM,Masculino,Testes positivos,0
2012,6,AM,Masculino,Testes negativos,0
2012,6,AM,Masculino,Casos aguardando resultado,0
2012,6,AM,Masculino,Casos sem informação laboratorial,0
2012,6,AM,Masculino,Casos sem teste laboratorial,0
2012,7,AM,Masculino,Testes positivos,0
2012,7,AM,Masculino,Testes negativos,0
2012,7,AM,Masculino,Casos aguardando resultado,0
2012,7,AM,Masculino,Casos sem informação laboratorial,0
2012,7,AM,Masculino,Casos sem teste laboratorial,0
2012,8,AM,Masculino,Testes positivos,0
2012,8,AM,Masculino,Testes negativos,0
2012,8,AM,Masculino,Casos aguardando resultado,0
2012,8,AM,Masculino,Casos sem informação laboratorial,0
2012,8,AM,Masculino,Casos sem teste laboratorial,0
2012,9,AM,Masculino,Testes positivos,0
2012,9,AM,Masculino,Testes negativos,0
2012,9,AM,Masculino,Casos aguardando resultado,0
2012,9,AM,Masculino,Casos sem informação laboratorial,0
2012,9,AM,Masculino,Casos sem teste laboratorial,0
2012,10,AM,Masculino,Testes positivos,0
2012,10,AM,Masculino,Testes negativos,0
2012,10,AM,Masculino,Casos aguardando resultado,0
2012,10,AM,Masculino,Casos sem informação laboratorial,0
2012,10,AM,Masculino,Casos sem teste laboratorial,0
2012,13,AM,Masculino,Testes positivos,0
2012,13,AM,Masculino,Testes negativos,0
2012,13,AM,Masculino,Casos aguardando resultado,0
2012,13,AM,Masculino,Casos sem informação laboratorial,0
2012,13,AM,Masculino,Casos sem teste laboratorial,0
2012,14,AM,Masculino,Testes positivos,0
2012,14,AM,Masculino,Testes negativos,0
2012,14,AM,Masculino,Casos aguardando resultado,0
2012,14,AM,Masculino,Casos sem informação laboratorial,0
2012,14,AM,Masculino,Casos sem teste laboratorial,0
2012,15,AM,Masculino,Testes positivos,0
2012,15,AM,Masculino,Testes negativos,0
2012,15,AM,Masculino,Casos aguardando resultado,0
2012,15,AM,Masculino,Casos sem informação laboratorial,0
2012,15,AM,Masculino,Casos sem teste laboratorial,0
2013,1,AM,Masculino,Testes positivos,0
2013,1,AM,Masculino,Testes negativos,0
2013,1,AM,Masculino,Casos aguardando resultado,0
2013,1,AM,Masculino,Casos sem informação laboratorial,0
2013,1,AM,Masculino,Casos sem teste laboratorial,0
2013,2,AM,Masculino,Testes positivos,0
2013,2,AM,Masculino,Testes negativos,0
2013,2,AM,Masculino,Casos aguardando resultado,0
2013,2,AM,Masculino,Casos sem informação laboratorial,0
2013,2,AM,Masculino,Casos sem teste laboratorial,0
2013,3,AM,Masculino,Testes positivos,0
2013,3,AM,Masculino,Testes negativos,0
2013,3,AM,Masculino,Casos aguardando resultado,0
2013,3,AM,Masculino,Casos sem informação laboratorial,0
2013,3,AM,Masculino,Casos sem teste laboratorial,0
2013,4,AM,Masculino,Testes positivos,0
2013,4,AM,Masculino,Testes negativos,0
2013,4,AM,Masculino,Casos aguardando resultado,0
2013,4,AM,Masculino,Casos sem informação laboratorial,0
2013,4,AM,Masculino,Casos sem teste laboratorial,0
2013,5,AM,Masculino,Testes positivos,0
2013,5,AM,Masculino,Testes negativos,0
2013,5,AM,Masculino,Casos aguardando resultado,0
2013,5,AM,Masculino,Casos sem informação laboratorial,0
2013,5,AM,Masculino,Casos sem teste laboratorial,0
2013,6,AM,Masculino,Testes positivos,0
2013,6,AM,Masculino,Testes negativos,0
2013,6,AM,Masculino,Casos aguardando resultado,0
2013,6,AM,Masculino,Casos sem informação laboratorial,0
2013,6,AM,Masculino,Casos sem teste laboratorial,0
2013,7,AM,Masculino,Testes positivos,0
2013,7,AM,Masculino,Testes negativos,0
2013,7,AM,Masculino,Casos aguardando resultado,0
2013,7,AM,Masculino,Casos sem informação laboratorial,0
2013,7,AM,Masculino,Casos sem teste laboratorial,0
2013,8,AM,Masculino,Testes positivos,0
2013,8,AM,Masculino,Testes negativos,0
2013,8,AM,Masculino,Casos aguardando resultado,0
2013,8,AM,Masculino,Casos sem informação laboratorial,0
2013,8,AM,Masculino,Casos sem teste laboratorial,0
2013,9,AM,Masculino,Testes positivos,0
2013,9,AM,Masculino,Testes negativos,0
2013,9,AM,Masculino,Casos aguardando resultado,0
2013,9,AM,Masculino,Casos sem informação laboratorial,0
2013,9,AM,Masculino,Casos sem teste laboratorial,0
2013,10,AM,Masculino,Testes positivos,0
2013,10,AM,Masculino,Testes negativos,0
2013,10,AM,Masculino,Casos aguardando resultado,0
2013,10,AM,Masculino,Casos sem informação laboratorial,0
2013,10,AM,Masculino,Casos sem teste laboratorial,0
2013,11,AM,Masculino,Testes positivos,0
2013,11,AM,Masculino,Testes negativos,0
2013,11,AM,Masculino,Casos aguardando resultado,0
2013,11,AM,Masculino,Casos sem informação laboratorial,0
2013,11,AM,Masculino,Casos sem teste laboratorial,0
2013,12,AM,Masculino,Testes positivos,0
2013,12,AM,Masculino,Testes negativos,0
2013,12,AM,Masculino,Casos aguardando resultado,0
2013,12,AM,Masculino,Casos sem informação laboratorial,0
2013,12,AM,Masculino,Casos sem teste laboratorial,0
2013,14,AM,Masculino,Testes positivos,0
2013,14,AM,Masculino,Testes negativos,0
2013,14,AM,Masculino,Casos aguardando resultado,0
2013,14,AM,Masculino,Casos sem informação laboratorial,0
2013,14,AM,Masculino,Casos sem teste laboratorial,0
2013,15,AM,Masculino,Testes positivos,0
2013,15,AM,Masculino,Testes negativos,0
2013,15,AM,Masculino,Casos aguardando resultado,0
2013,15,AM,Masculino,Casos sem informação laboratorial,0
2013,15,AM,Masculino,Casos sem teste laboratorial,0
2013,16,AM,Masculino,Testes positivos,0
2013,16,AM,Masculino,Testes negativos,0
2013,16,AM,Masculino,Casos aguardando resultado,0
2013,16,AM,Masculino,Casos sem informação laboratorial,0
2013,16,AM,Masculino,Casos sem teste laboratorial,0
2014,1,AM,Masculino,Testes positivos,0
2014,1,AM,Masculino,Testes negativos,0
2014,1,AM,Masculino,Casos aguardando resultado,0
2014,1,AM,Masculino,Casos sem informação laboratorial,0
2014,1,AM,Masculino,Casos sem teste laboratorial,0
2014,2,AM,Masculino,Testes positivos,0
2014,2,AM,Masculino,Testes negativos,0
2014,2,AM,Masculino,Casos aguardando resultado,0
2014,2,AM,Masculino,Casos sem informação laboratorial,0
2014,2,AM,Masculino,Casos sem teste laboratorial,0
2014,3,AM,Masculino,Testes positivos,0
2014,3,AM,Masculino,Testes negativos,0
2014,3,AM,Masculino,Casos aguardando resultado,0
2014,3,AM,Masculino,Casos sem informação laboratorial,0
2014,3,AM,Masculino,Casos sem teste laboratorial,0
2014,4,AM,Masculino,Testes positivos,0
2014,4,AM,Masculino,Testes negativos,0
2014,4,AM,Masculino,Casos aguardando resultado,0
2014,4,AM,Masculino,Casos sem informação laboratorial,0
2014,4,AM,Masculino,Casos sem teste laboratorial,0
2014,5,AM,Masculino,Testes positivos,0
2014,5,AM,Masculino,Testes negativos,0
2014,5,AM,Masculino,Casos aguardando resultado,0
2014,5,AM,Masculino,Casos sem informação laboratorial,0
2014,5,AM,Masculino,Casos sem teste laboratorial,0
2014,6,AM,Masculino,Testes positivos,0
2014,6,AM,Masculino,Testes negativos,0
2014,6,AM,Masculino,Casos aguardando resultado,0
2014,6,AM,Masculino,Casos sem informação laboratorial,0
2014,6,AM,Masculino,Casos sem teste laboratorial,0
2014,7,AM,Masculino,Testes positivos,0
2014,7,AM,Masculino,Testes negativos,0
2014,7,AM,Masculino,Casos aguardando resultado,0
2014,7,AM,Masculino,Casos sem informação laboratorial,0
2014,7,AM,Masculino,Casos sem teste laboratorial,0
2014,8,AM,Masculino,Testes positivos,0
2014,8,AM,Masculino,Testes negativos,0
2014,8,AM,Masculino,Casos aguardando resultado,0
2014,8,AM,Masculino,Casos sem informação laboratorial,0
2014,8,AM,Masculino,Casos sem teste laboratorial,0
2014,9,AM,Masculino,Testes positivos,0
2014,9,AM,Masculino,Testes negativos,0
2014,9,AM,Masculino,Casos aguardando resultado,0
2014,9,AM,Masculino,Casos sem informação laboratorial,0
2014,9,AM,Masculino,Casos sem teste laboratorial,0
2014,10,AM,Masculino,Testes positivos,0
2014,10,AM,Masculino,Testes negativos,0
2014,10,AM,Masculino,Casos aguardando resultado,0
2014,10,AM,Masculino,Casos sem informação laboratorial,0
2014,10,AM,Masculino,Casos sem teste laboratorial,0
2014,11,AM,Masculino,Testes positivos,0
2014,11,AM,Masculino,Testes negativos,0
2014,11,AM,Masculino,Casos aguardando resultado,0
2014,11,AM,Masculino,Casos sem informação laboratorial,0
2014,11,AM,Masculino,Casos sem teste laboratorial,0
2014,13,AM,Masculino,Testes positivos,0
2014,13,AM,Masculino,Testes negativos,0
2014,13,AM,Masculino,Casos aguardando resultado,0
2014,13,AM,Masculino,Casos sem informação laboratorial,0
2014,13,AM,Masculino,Casos sem teste laboratorial,0
2014,14,AM,Masculino,Testes positivos,0
2014,14,AM,Masculino,Testes negativos,0
2014,14,AM,Masculino,Casos aguardando resultado,0
2014,14,AM,Masculino,Casos sem informação laboratorial,0
2014,14,AM,Masculino,Casos sem teste laboratorial,0
2015,1,AM,Masculino,Testes positivos,0
2015,1,AM,Masculino,Testes negativos,0
2015,1,AM,Masculino,Casos aguardando resultado,0
2015,1,AM,Masculino,Casos sem informação laboratorial,0
2015,1,AM,Masculino,Casos sem teste laboratorial,0
2015,2,AM,Masculino,Testes positivos,0
2015,2,AM,Masculino,Testes negativos,0
2015,2,AM,Masculino,Casos aguardando resultado,0
2015,2,AM,Masculino,Casos sem informação laboratorial,0
2015,2,AM,Masculino,Casos sem teste laboratorial,0
2015,5,AM,Masculino,Testes positivos,0
2015,5,AM,Masculino,Testes negativos,0
2015,5,AM,Masculino,Casos aguardando resultado,0
2015,5,AM,Masculino,Casos sem informação laboratorial,0
2015,5,AM,Masculino,Casos sem teste laboratorial,0
2015,6,AM,Masculino,Testes positivos,0
2015,6,AM,Masculino,Testes negativos,0
2015,6,AM,Masculino,Casos aguardando resultado,0
2015,6,AM,Masculino,Casos sem informação laboratorial,0
2015,6,AM,Masculino,Casos sem teste laboratorial,0
2015,7,AM,Masculino,Testes positivos,0
2015,7,AM,Masculino,Testes negativos,0
2015,7,AM,Masculino,Casos aguardando resultado,0
2015,7,AM,Masculino,Casos sem informação laboratorial,0
2015,7,AM,Masculino,Casos sem teste laboratorial,0
2015,8,AM,Masculino,Testes positivos,0
2015,8,AM,Masculino,Testes negativos,0
2015,8,AM,Masculino,Casos aguardando resultado,0
2015,8,AM,Masculino,Casos sem informação laboratorial,0
2015,8,AM,Masculino,Casos sem teste laboratorial,0
2015,9,AM,Masculino,Testes positivos,0
2015,9,AM,Masculino,Testes negativos,0
2015,9,AM,Masculino,Casos aguardando resultado,0
2015,9,AM,Masculino,Casos sem informação laboratorial,0
2015,9,AM,Masculino,Casos sem teste laboratorial,0
2015,10,AM,Masculino,Testes positivos,0
2015,10,AM,Masculino,Testes negativos,0
2015,10,AM,Masculino,Casos aguardando resultado,0
2015,10,AM,Masculino,Casos sem informação laboratorial,0
2015,10,AM,Masculino,Casos sem teste laboratorial,0
2015,13,AM,Masculino,Testes positivos,0
2015,13,AM,Masculino,Testes negativos,0
2015,13,AM,Masculino,Casos aguardando resultado,0
2015,13,AM,Masculino,Casos sem informação laboratorial,0
2015,13,AM,Masculino,Casos sem teste laboratorial,0
2016,1,AM,Masculino,Testes positivos,0
2016,1,AM,Masculino,Testes negativos,0
2016,1,AM,Masculino,Casos aguardando resultado,0
2016,1,AM,Masculino,Casos sem informação laboratorial,0
2016,1,AM,Masculino,Casos sem teste laboratorial,0
2016,2,AM,Masculino,Testes positivos,0
2016,2,AM,Masculino,Testes negativos,0
2016,2,AM,Masculino,Casos aguardando resultado,0
2016,2,AM,Masculino,Casos sem informação laboratorial,0
2016,2,AM,Masculino,Casos sem teste laboratorial,0
2016,3,AM,Masculino,Testes positivos,0
2016,3,AM,Masculino,Testes negativos,0
2016,3,AM,Masculino,Casos aguardando resultado,0
2016,3,AM,Masculino,Casos sem informação laboratorial,0
2016,3,AM,Masculino,Casos sem teste laboratorial,0
2016,4,AM,Masculino,Testes positivos,0
2016,4,AM,Masculino,Testes negativos,0
2016,4,AM,Masculino,Casos aguardando resultado,0
2016,4,AM,Masculino,Casos sem informação laboratorial,0
2016,4,AM,Masculino,Casos sem teste laboratorial,0
2016,5,AM,Masculino,Testes positivos,0
2016,5,AM,Masculino,Testes negativos,0
2016,5,AM,Masculino,Casos aguardando resultado,0
2016,5,AM,Masculino,Casos sem informação laboratorial,0
2016,5,AM,Masculino,Casos sem teste laboratorial,0
2016,6,AM,Masculino,Testes positivos,0
2016,6,AM,Masculino,Testes negativos,0
2016,6,AM,Masculino,Casos aguardando resultado,0
2016,6,AM,Masculino,Casos sem informação laboratorial,0
2016,6,AM,Masculino,Casos sem teste laboratorial,0
2016,7,AM,Masculino,Testes positivos,0
2016,7,AM,Masculino,Testes negativos,0
2016,7,AM,Masculino,Casos aguardando resultado,0
2016,7,AM,Masculino,Casos sem informação laboratorial,0
2016,7,AM,Masculino,Casos sem teste laboratorial,0
2016,8,AM,Masculino,Testes positivos,0
2016,8,AM,Masculino,Testes negativos,0
2016,8,AM,Masculino,Casos aguardando resultado,0
2016,8,AM,Masculino,Casos sem informação laboratorial,0
2016,8,AM,Masculino,Casos sem teste laboratorial,0
2016,9,AM,Masculino,Testes positivos,0
2016,9,AM,Masculino,Testes negativos,0
2016,9,AM,Masculino,Casos aguardando resultado,0
2016,9,AM,Masculino,Casos sem informação laboratorial,0
2016,9,AM,Masculino,Casos sem teste laboratorial,0
2016,10,AM,Masculino,Testes positivos,0
2016,10,AM,Masculino,Testes negativos,0
2016,10,AM,Masculino,Casos aguardando resultado,0
2016,10,AM,Masculino,Casos sem informação laboratorial,0
2016,10,AM,Masculino,Casos sem teste laboratorial,0
2016,11,AM,Masculino,Testes positivos,0
2016,11,AM,Masculino,Testes negativos,0
2016,11,AM,Masculino,Casos aguardando resultado,0
2016,11,AM,Masculino,Casos sem informação laboratorial,0
2016,11,AM,Masculino,Casos sem teste laboratorial,0
2017,1,AM,Masculino,Testes positivos,0
2017,1,AM,Masculino,Testes negativos,0
2017,1,AM,Masculino,Casos aguardando resultado,0
2017,1,AM,Masculino,Casos sem informação laboratorial,0
2017,1,AM,Masculino,Casos sem teste laboratorial,0
2017,3,AM,Masculino,Testes positivos,0
2017,3,AM,Masculino,Testes negativos,0
2017,3,AM,Masculino,Casos aguardando resultado,0
2017,3,AM,Masculino,Casos sem informação laboratorial,0
2017,3,AM,Masculino,Casos sem teste laboratorial,0
2017,7,AM,Masculino,Testes positivos,0
2017,7,AM,Masculino,Testes negativos,0
2017,7,AM,Masculino,Casos aguardando resultado,0
2017,7,AM,Masculino,Casos sem informação laboratorial,0
2017,7,AM,Masculino,Casos sem teste laboratorial,0
2017,8,AM,Masculino,Testes positivos,0
2017,8,AM,Masculino,Testes negativos,0
2017,8,AM,Masculino,Casos aguardando resultado,0
2017,8,AM,Masculino,Casos sem informação laboratorial,0
2017,8,AM,Masculino,Casos sem teste laboratorial,0
2017,9,AM,Masculino,Testes positivos,0
2017,9,AM,Masculino,Testes negativos,0
2017,9,AM,Masculino,Casos aguardando resultado,0
2017,9,AM,Masculino,Casos sem informação laboratorial,0
2017,9,AM,Masculino,Casos sem teste laboratorial,0
2017,10,AM,Masculino,Testes positivos,0
2017,10,AM,Masculino,Testes negativos,0
2017,10,AM,Masculino,Casos aguardando resultado,0
2017,10,AM,Masculino,Casos sem informação laboratorial,0
2017,10,AM,Masculino,Casos sem teste laboratorial,0
2018,1,AM,Masculino,Testes positivos,0
2018,1,AM,Masculino,Testes negativos,0
2018,1,AM,Masculino,Casos aguardando resultado,0
2018,1,AM,Masculino,Casos sem informação laboratorial,0
2018,1,AM,Masculino,Casos sem teste laboratorial,0
2018,2,AM,Masculino,Testes positivos,0
2018,2,AM,Masculino,Testes negativos,0
2018,2,AM,Masculino,Casos aguardando resultado,0
2018,2,AM,Masculino,Casos sem informação laboratorial,0
2018,2,AM,Masculino,Casos sem teste laboratorial,0
2018,14,AM,Masculino,Testes positivos,0
2018,14,AM,Masculino,Testes negativos,0
2018,14,AM,Masculino,Casos aguardando resultado,0
2018,14,AM,Masculino,Casos sem informação laboratorial,0
2018,14,AM,Masculino,Casos sem teste laboratorial,0
2009,1,RR,Masculino,Testes positivos,0
2009,1,RR,Masculino,Testes negativos,0
2009,1,RR,Masculino,Casos aguardando resultado,0
2009,1,RR,Masculino,Casos sem informação laboratorial,0
2009,1,RR,Masculino,Casos sem teste laboratorial,0
2009,2,RR,Masculino,Testes positivos,0
2009,2,RR,Masculino,Testes negativos,0
2009,2,RR,Masculino,Casos aguardando resultado,0
2009,2,RR,Masculino,Casos sem informação laboratorial,0
2009,2,RR,Masculino,Casos sem teste laboratorial,0
2009,3,RR,Masculino,Testes positivos,0
2009,3,RR,Masculino,Testes negativos,0
2009,3,RR,Masculino,Casos aguardando resultado,0
2009,3,RR,Masculino,Casos sem informação laboratorial,0
2009,3,RR,Masculino,Casos sem teste laboratorial,0
2009,4,RR,Masculino,Testes positivos,0
2009,4,RR,Masculino,Testes negativos,0
2009,4,RR,Masculino,Casos aguardando resultado,0
2009,4,RR,Masculino,Casos sem informação laboratorial,0
2009,4,RR,Masculino,Casos sem teste laboratorial,0
2009,5,RR,Masculino,Testes positivos,0
2009,5,RR,Masculino,Testes negativos,0
2009,5,RR,Masculino,Casos aguardando resultado,0
2009,5,RR,Masculino,Casos sem informação laboratorial,0
2009,5,RR,Masculino,Casos sem teste laboratorial,0
2009,6,RR,Masculino,Testes positivos,0
2009,6,RR,Masculino,Testes negativos,0
2009,6,RR,Masculino,Casos aguardando resultado,0
2009,6,RR,Masculino,Casos sem informação laboratorial,0
2009,6,RR,Masculino,Casos sem teste laboratorial,0
2009,7,RR,Masculino,Testes positivos,0
2009,7,RR,Masculino,Testes negativos,0
2009,7,RR,Masculino,Casos aguardando resultado,0
2009,7,RR,Masculino,Casos sem informação laboratorial,0
2009,7,RR,Masculino,Casos sem teste laboratorial,0
2009,8,RR,Masculino,Testes positivos,0
2009,8,RR,Masculino,Testes negativos,0
2009,8,RR,Masculino,Casos aguardando resultado,0
2009,8,RR,Masculino,Casos sem informação laboratorial,0
2009,8,RR,Masculino,Casos sem teste laboratorial,0
2009,9,RR,Masculino,Testes positivos,0
2009,9,RR,Masculino,Testes negativos,0
2009,9,RR,Masculino,Casos aguardando resultado,0
2009,9,RR,Masculino,Casos sem informação laboratorial,0
2009,9,RR,Masculino,Casos sem teste laboratorial,0
2009,10,RR,Masculino,Testes positivos,0
2009,10,RR,Masculino,Testes negativos,0
2009,10,RR,Masculino,Casos aguardando resultado,0
2009,10,RR,Masculino,Casos sem informação laboratorial,0
2009,10,RR,Masculino,Casos sem teste laboratorial,0
2009,11,RR,Masculino,Testes positivos,0
2009,11,RR,Masculino,Testes negativos,0
2009,11,RR,Masculino,Casos aguardando resultado,0
2009,11,RR,Masculino,Casos sem informação laboratorial,0
2009,11,RR,Masculino,Casos sem teste laboratorial,0
2009,12,RR,Masculino,Testes positivos,0
2009,12,RR,Masculino,Testes negativos,0
2009,12,RR,Masculino,Casos aguardando resultado,0
2009,12,RR,Masculino,Casos sem informação laboratorial,0
2009,12,RR,Masculino,Casos sem teste laboratorial,0
2009,13,RR,Masculino,Testes positivos,0
2009,13,RR,Masculino,Testes negativos,0
2009,13,RR,Masculino,Casos aguardando resultado,0
2009,13,RR,Masculino,Casos sem informação laboratorial,0
2009,13,RR,Masculino,Casos sem teste laboratorial,0
2009,14,RR,Masculino,Testes positivos,0
2009,14,RR,Masculino,Testes negativos,0
2009,14,RR,Masculino,Casos aguardando resultado,0
2009,14,RR,Masculino,Casos sem informação laboratorial,0
2009,14,RR,Masculino,Casos sem teste laboratorial,0
2009,15,RR,Masculino,Testes positivos,0
2009,15,RR,Masculino,Testes negativos,0
2009,15,RR,Masculino,Casos aguardando resultado,0
2009,15,RR,Masculino,Casos sem informação laboratorial,0
2009,15,RR,Masculino,Casos sem teste laboratorial,0
2009,16,RR,Masculino,Testes positivos,0
2009,16,RR,Masculino,Testes negativos,0
2009,16,RR,Masculino,Casos aguardando resultado,0
2009,16,RR,Masculino,Casos sem informação laboratorial,0
2009,16,RR,Masculino,Casos sem teste laboratorial,0
2010,1,RR,Masculino,Testes positivos,0
2010,1,RR,Masculino,Testes negativos,0
2010,1,RR,Masculino,Casos aguardando resultado,0
2010,1,RR,Masculino,Casos sem informação laboratorial,0
2010,1,RR,Masculino,Casos sem teste laboratorial,0
2010,2,RR,Masculino,Testes positivos,0
2010,2,RR,Masculino,Testes negativos,0
2010,2,RR,Masculino,Casos aguardando resultado,0
2010,2,RR,Masculino,Casos sem informação laboratorial,0
2010,2,RR,Masculino,Casos sem teste laboratorial,0
2010,3,RR,Masculino,Testes positivos,0
2010,3,RR,Masculino,Testes negativos,0
2010,3,RR,Masculino,Casos aguardando resultado,0
2010,3,RR,Masculino,Casos sem informação laboratorial,0
2010,3,RR,Masculino,Casos sem teste laboratorial,0
2010,4,RR,Masculino,Testes positivos,0
2010,4,RR,Masculino,Testes negativos,0
2010,4,RR,Masculino,Casos aguardando resultado,0
2010,4,RR,Masculino,Casos sem informação laboratorial,0
2010,4,RR,Masculino,Casos sem teste laboratorial,0
2010,5,RR,Masculino,Testes positivos,0
2010,5,RR,Masculino,Testes negativos,0
2010,5,RR,Masculino,Casos aguardando resultado,0
2010,5,RR,Masculino,Casos sem informação laboratorial,0
2010,5,RR,Masculino,Casos sem teste laboratorial,0
2010,6,RR,Masculino,Testes positivos,0
2010,6,RR,Masculino,Testes negativos,0
2010,6,RR,Masculino,Casos aguardando resultado,0
2010,6,RR,Masculino,Casos sem informação laboratorial,0
2010,6,RR,Masculino,Casos sem teste laboratorial,0
2010,7,RR,Masculino,Testes positivos,0
2010,7,RR,Masculino,Testes negativos,0
2010,7,RR,Masculino,Casos aguardando resultado,0
2010,7,RR,Masculino,Casos sem informação laboratorial,0
2010,7,RR,Masculino,Casos sem teste laboratorial,0
2010,8,RR,Masculino,Testes positivos,0
2010,8,RR,Masculino,Testes negativos,0
2010,8,RR,Masculino,Casos aguardando resultado,0
2010,8,RR,Masculino,Casos sem informação laboratorial,0
2010,8,RR,Masculino,Casos sem teste laboratorial,0
2010,9,RR,Masculino,Testes positivos,0
2010,9,RR,Masculino,Testes negativos,0
2010,9,RR,Masculino,Casos aguardando resultado,0
2010,9,RR,Masculino,Casos sem informação laboratorial,0
2010,9,RR,Masculino,Casos sem teste laboratorial,0
2010,10,RR,Masculino,Testes positivos,0
2010,10,RR,Masculino,Testes negativos,0
2010,10,RR,Masculino,Casos aguardando resultado,0
2010,10,RR,Masculino,Casos sem informação laboratorial,0
2010,10,RR,Masculino,Casos sem teste laboratorial,0
2010,11,RR,Masculino,Testes positivos,0
2010,11,RR,Masculino,Testes negativos,0
2010,11,RR,Masculino,Casos aguardando resultado,0
2010,11,RR,Masculino,Casos sem informação laboratorial,0
2010,11,RR,Masculino,Casos sem teste laboratorial,0
2010,12,RR,Masculino,Testes positivos,0
2010,12,RR,Masculino,Testes negativos,0
2010,12,RR,Masculino,Casos aguardando resultado,0
2010,12,RR,Masculino,Casos sem informação laboratorial,0
2010,12,RR,Masculino,Casos sem teste laboratorial,0
2010,13,RR,Masculino,Testes positivos,0
2010,13,RR,Masculino,Testes negativos,0
2010,13,RR,Masculino,Casos aguardando resultado,0
2010,13,RR,Masculino,Casos sem informação laboratorial,0
2010,13,RR,Masculino,Casos sem teste laboratorial,0
2010,14,RR,Masculino,Testes positivos,0
2010,14,RR,Masculino,Testes negativos,0
2010,14,RR,Masculino,Casos aguardando resultado,0
2010,14,RR,Masculino,Casos sem informação laboratorial,0
2010,14,RR,Masculino,Casos sem teste laboratorial,0
2010,15,RR,Masculino,Testes positivos,0
2010,15,RR,Masculino,Testes negativos,0
