ano,sem_epidem,uf,sexo,virus,quantidade
2017,11,PE,Ignorado,Adenovirus,0
2017,12,PE,Ignorado,"Influenza A, B",0
2017,12,PE,Ignorado,SARS_CoV_2,0
2017,12,PE,Ignorado,VSR,0
2017,12,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2017,12,PE,Ignorado,Adenovirus,0
2017,13,PE,Ignorado,"Influenza A, B",0
2017,13,PE,Ignorado,SARS_CoV_2,0
2017,13,PE,Ignorado,VSR,0
2017,13,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2017,13,PE,Ignorado,Adenovirus,0
2017,14,PE,Ignorado,"Influenza A, B",0
2017,14,PE,Ignorado,SARS_CoV_2,0
2017,14,PE,Ignorado,VSR,0
2017,14,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2017,14,PE,Ignorado,Adenovirus,0
2017,15,PE,Ignorado,"Influenza A, B",0
2017,15,PE,Ignorado,SARS_CoV_2,0
2017,15,PE,Ignorado,VSR,0
2017,15,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2017,15,PE,Ignorado,Adenovirus,0
2017,16,PE,Ignorado,"Influenza A, B",0
2017,16,PE,Ignorado,SARS_CoV_2,0
2017,16,PE,Ignorado,VSR,0
2017,16,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2017,16,PE,Ignorado,Adenovirus,0
2018,1,PE,Ignorado,"Influenza A, B",0
2018,1,PE,Ignorado,SARS_CoV_2,0
2018,1,PE,Ignorado,VSR,0
2018,1,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,1,PE,Ignorado,Adenovirus,0
2018,2,PE,Ignorado,"Influenza A, B",0
2018,2,PE,Ignorado,SARS_CoV_2,0
2018,2,PE,Ignorado,VSR,0
2018,2,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,2,PE,Ignorado,Adenovirus,0
2018,3,PE,Ignorado,"Influenza A, B",0
2018,3,PE,Ignorado,SARS_CoV_2,0
2018,3,PE,Ignorado,VSR,0
2018,3,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,3,PE,Ignorado,Adenovirus,0
2018,4,PE,Ignorado,"Influenza A, B",0
2018,4,PE,Ignorado,SARS_CoV_2,0
2018,4,PE,Ignorado,VSR,0
2018,4,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,4,PE,Ignorado,Adenovirus,0
2018,5,PE,Ignorado,"Influenza A, B",0
2018,5,PE,Ignorado,SARS_CoV_2,0
2018,5,PE,Ignorado,VSR,0
2018,5,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,5,PE,Ignorado,Adenovirus,0
2018,6,PE,Ignorado,"Influenza A, B",0
2018,6,PE,Ignorado,SARS_CoV_2,0
2018,6,PE,Ignorado,VSR,0
2018,6,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,6,PE,Ignorado,Adenovirus,0
2018,7,PE,Ignorado,"Influenza A, B",0
2018,7,PE,Ignorado,SARS_CoV_2,0
2018,7,PE,Ignorado,VSR,0
2018,7,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,7,PE,Ignorado,Adenovirus,0
2018,8,PE,Ignorado,"Influenza A, B",0
2018,8,PE,Ignorado,SARS_CoV_2,0
2018,8,PE,Ignorado,VSR,0
2018,8,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,8,PE,Ignorado,Adenovirus,0
2018,9,PE,Ignorado,"Influenza A, B",0
2018,9,PE,Ignorado,SARS_CoV_2,0
2018,9,PE,Ignorado,VSR,0
2018,9,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,9,PE,Ignorado,Adenovirus,0
2018,10,PE,Ignorado,"Influenza A, B",0
2018,10,PE,Ignorado,SARS_CoV_2,0
2018,10,PE,Ignorado,VSR,0
2018,10,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,10,PE,Ignorado,Adenovirus,0
2018,11,PE,Ignorado,"Influenza A, B",0
2018,11,PE,Ignorado,SARS_CoV_2,0
2018,11,PE,Ignorado,VSR,0
2018,11,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,11,PE,Ignorado,Adenovirus,0
2018,12,PE,Ignorado,"Influenza A, B",0
2018,12,PE,Ignorado,SARS_CoV_2,0
2018,12,PE,Ignorado,VSR,0
2018,12,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,12,PE,Ignorado,Adenovirus,0
2018,13,PE,Ignorado,"Influenza A, B",0
2018,13,PE,Ignorado,SARS_CoV_2,0
2018,13,PE,Ignorado,VSR,0
2018,13,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,13,PE,Ignorado,Adenovirus,0
2018,14,PE,Ignorado,"Influenza A, B",0
2018,14,PE,Ignorado,SARS_CoV_2,0
2018,14,PE,Ignorado,VSR,0
2018,14,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,14,PE,Ignorado,Adenovirus,0
2018,15,PE,Ignorado,"Influenza A, B",0
2018,15,PE,Ignorado,SARS_CoV_2,0
2018,15,PE,Ignorado,VSR,0
2018,15,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,15,PE,Ignorado,Adenovirus,0
2018,16,PE,Ignorado,"Influenza A, B",0
2018,16,PE,Ignorado,SARS_CoV_2,0
2018,16,PE,Ignorado,VSR,0
2018,16,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2018,16,PE,Ignorado,Adenovirus,0
2019,1,PE,Ignorado,"Influenza A, B",0
2019,1,PE,Ignorado,SARS_CoV_2,0
2019,1,PE,Ignorado,VSR,0
2019,1,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,1,PE,Ignorado,Adenovirus,0
2019,2,PE,Ignorado,"Influenza A, B",0
2019,2,PE,Ignorado,SARS_CoV_2,0
2019,2,PE,Ignorado,VSR,0
2019,2,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,2,PE,Ignorado,Adenovirus,0
2019,3,PE,Ignorado,"Influenza A, B",0
2019,3,PE,Ignorado,SARS_CoV_2,0
2019,3,PE,Ignorado,VSR,0
2019,3,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,3,PE,Ignorado,Adenovirus,0
2019,4,PE,Ignorado,"Influenza A, B",0
2019,4,PE,Ignorado,SARS_CoV_2,0
2019,4,PE,Ignorado,VSR,0
2019,4,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,4,PE,Ignorado,Adenovirus,0
2019,5,PE,Ignorado,"Influenza A, B",0
2019,5,PE,Ignorado,SARS_CoV_2,0
2019,5,PE,Ignorado,VSR,0
2019,5,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,5,PE,Ignorado,Adenovirus,0
2019,6,PE,Ignorado,"Influenza A, B",0
2019,6,PE,Ignorado,SARS_CoV_2,0
2019,6,PE,Ignorado,VSR,0
2019,6,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,6,PE,Ignorado,Adenovirus,0
2019,7,PE,Ignorado,"Influenza A, B",0
2019,7,PE,Ignorado,SARS_CoV_2,0
2019,7,PE,Ignorado,VSR,0
2019,7,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,7,PE,Ignorado,Adenovirus,0
2019,8,PE,Ignorado,"Influenza A, B",0
2019,8,PE,Ignorado,SARS_CoV_2,0
2019,8,PE,Ignorado,VSR,0
2019,8,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,8,PE,Ignorado,Adenovirus,0
2019,9,PE,Ignorado,"Influenza A, B",0
2019,9,PE,Ignorado,SARS_CoV_2,0
2019,9,PE,Ignorado,VSR,0
2019,9,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,9,PE,Ignorado,Adenovirus,0
2019,10,PE,Ignorado,"Influenza A, B",0
2019,10,PE,Ignorado,SARS_CoV_2,0
2019,10,PE,Ignorado,VSR,0
2019,10,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,10,PE,Ignorado,Adenovirus,0
2019,11,PE,Ignorado,"Influenza A, B",0
2019,11,PE,Ignorado,SARS_CoV_2,0
2019,11,PE,Ignorado,VSR,0
2019,11,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,11,PE,Ignorado,Adenovirus,0
2019,12,PE,Ignorado,"Influenza A, B",0
2019,12,PE,Ignorado,SARS_CoV_2,0
2019,12,PE,Ignorado,VSR,0
2019,12,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,12,PE,Ignorado,Adenovirus,0
2019,13,PE,Ignorado,"Influenza A, B",0
2019,13,PE,Ignorado,SARS_CoV_2,0
2019,13,PE,Ignorado,VSR,0
2019,13,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,13,PE,Ignorado,Adenovirus,0
2019,14,PE,Ignorado,"Influenza A, B",0
2019,14,PE,Ignorado,SARS_CoV_2,0
2019,14,PE,Ignorado,VSR,0
2019,14,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,14,PE,Ignorado,Adenovirus,0
2019,15,PE,Ignorado,"Influenza A, B",0
2019,15,PE,Ignorado,SARS_CoV_2,0
2019,15,PE,Ignorado,VSR,0
2019,15,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,15,PE,Ignorado,Adenovirus,0
2019,16,PE,Ignorado,"Influenza A, B",0
2019,16,PE,Ignorado,SARS_CoV_2,0
2019,16,PE,Ignorado,VSR,0
2019,16,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2019,16,PE,Ignorado,Adenovirus,0
2020,1,PE,Ignorado,"Influenza A, B",0
2020,1,PE,Ignorado,SARS_CoV_2,0
2020,1,PE,Ignorado,VSR,0
2020,1,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,1,PE,Ignorado,Adenovirus,0
2020,2,PE,Ignorado,"Influenza A, B",0
2020,2,PE,Ignorado,SARS_CoV_2,0
2020,2,PE,Ignorado,VSR,0
2020,2,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,2,PE,Ignorado,Adenovirus,0
2020,3,PE,Ignorado,"Influenza A, B",0
2020,3,PE,Ignorado,SARS_CoV_2,0
2020,3,PE,Ignorado,VSR,0
2020,3,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,3,PE,Ignorado,Adenovirus,0
2020,4,PE,Ignorado,"Influenza A, B",0
2020,4,PE,Ignorado,SARS_CoV_2,0
2020,4,PE,Ignorado,VSR,0
2020,4,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,4,PE,Ignorado,Adenovirus,0
2020,5,PE,Ignorado,"Influenza A, B",0
2020,5,PE,Ignorado,SARS_CoV_2,0
2020,5,PE,Ignorado,VSR,0
2020,5,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,5,PE,Ignorado,Adenovirus,0
2020,6,PE,Ignorado,"Influenza A, B",0
2020,6,PE,Ignorado,SARS_CoV_2,0
2020,6,PE,Ignorado,VSR,0
2020,6,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,6,PE,Ignorado,Adenovirus,0
2020,7,PE,Ignorado,"Influenza A, B",0
2020,7,PE,Ignorado,SARS_CoV_2,0
2020,7,PE,Ignorado,VSR,0
2020,7,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,7,PE,Ignorado,Adenovirus,0
2020,8,PE,Ignorado,"Influenza A, B",0
2020,8,PE,Ignorado,SARS_CoV_2,0
2020,8,PE,Ignorado,VSR,0
2020,8,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,8,PE,Ignorado,Adenovirus,0
2020,9,PE,Ignorado,"Influenza A, B",0
2020,9,PE,Ignorado,SARS_CoV_2,0
2020,9,PE,Ignorado,VSR,0
2020,9,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,9,PE,Ignorado,Adenovirus,0
2020,10,PE,Ignorado,"Influenza A, B",0
2020,10,PE,Ignorado,SARS_CoV_2,0
2020,10,PE,Ignorado,VSR,0
2020,10,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,10,PE,Ignorado,Adenovirus,0
2020,11,PE,Ignorado,"Influenza A, B",0
2020,11,PE,Ignorado,SARS_CoV_2,0
2020,11,PE,Ignorado,VSR,0
2020,11,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,11,PE,Ignorado,Adenovirus,0
2020,12,PE,Ignorado,"Influenza A, B",0
2020,12,PE,Ignorado,SARS_CoV_2,0
2020,12,PE,Ignorado,VSR,0
2020,12,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,12,PE,Ignorado,Adenovirus,0
2020,13,PE,Ignorado,"Influenza A, B",0
2020,13,PE,Ignorado,SARS_CoV_2,0
2020,13,PE,Ignorado,VSR,0
2020,13,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,13,PE,Ignorado,Adenovirus,0
2020,14,PE,Ignorado,"Influenza A, B",0
2020,14,PE,Ignorado,SARS_CoV_2,0
2020,14,PE,Ignorado,VSR,0
2020,14,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,14,PE,Ignorado,Adenovirus,0
2020,15,PE,Ignorado,"Influenza A, B",0
2020,15,PE,Ignorado,SARS_CoV_2,0
2020,15,PE,Ignorado,VSR,0
2020,15,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,15,PE,Ignorado,Adenovirus,0
2020,16,PE,Ignorado,"Influenza A, B",0
2020,16,PE,Ignorado,SARS_CoV_2,0
2020,16,PE,Ignorado,VSR,0
2020,16,PE,Ignorado,"Parainfluenza 1, 2, 3",0
2020,16,PE,Ignorado,Adenovirus,0
2009,1,AL,Ignorado,"Influenza A, B",0
2009,1,AL,Ignorado,SARS_CoV_2,0
2009,1,AL,Ignorado,VSR,0
2009,1,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,1,AL,Ignorado,Adenovirus,0
2009,2,AL,Ignorado,"Influenza A, B",0
2009,2,AL,Ignorado,SARS_CoV_2,0
2009,2,AL,Ignorado,VSR,0
2009,2,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,2,AL,Ignorado,Adenovirus,0
2009,3,AL,Ignorado,"Influenza A, B",0
2009,3,AL,Ignorado,SARS_CoV_2,0
2009,3,AL,Ignorado,VSR,0
2009,3,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,3,AL,Ignorado,Adenovirus,0
2009,4,AL,Ignorado,"Influenza A, B",0
2009,4,AL,Ignorado,SARS_CoV_2,0
2009,4,AL,Ignorado,VSR,0
2009,4,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,4,AL,Ignorado,Adenovirus,0
2009,5,AL,Ignorado,"Influenza A, B",0
2009,5,AL,Ignorado,SARS_CoV_2,0
2009,5,AL,Ignorado,VSR,0
2009,5,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,5,AL,Ignorado,Adenovirus,0
2009,6,AL,Ignorado,"Influenza A, B",0
2009,6,AL,Ignorado,SARS_CoV_2,0
2009,6,AL,Ignorado,VSR,0
2009,6,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,6,AL,Ignorado,Adenovirus,0
2009,7,AL,Ignorado,"Influenza A, B",0
2009,7,AL,Ignorado,SARS_CoV_2,0
2009,7,AL,Ignorado,VSR,0
2009,7,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,7,AL,Ignorado,Adenovirus,0
2009,8,AL,Ignorado,"Influenza A, B",0
2009,8,AL,Ignorado,SARS_CoV_2,0
2009,8,AL,Ignorado,VSR,0
2009,8,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,8,AL,Ignorado,Adenovirus,0
2009,9,AL,Ignorado,"Influenza A, B",0
2009,9,AL,Ignorado,SARS_CoV_2,0
2009,9,AL,Ignorado,VSR,0
2009,9,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,9,AL,Ignorado,Adenovirus,0
2009,10,AL,Ignorado,"Influenza A, B",0
2009,10,AL,Ignorado,SARS_CoV_2,0
2009,10,AL,Ignorado,VSR,0
2009,10,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,10,AL,Ignorado,Adenovirus,0
2009,11,AL,Ignorado,"Influenza A, B",0
2009,11,AL,Ignorado,SARS_CoV_2,0
2009,11,AL,Ignorado,VSR,0
2009,11,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,11,AL,Ignorado,Adenovirus,0
2009,12,AL,Ignorado,"Influenza A, B",0
2009,12,AL,Ignorado,SARS_CoV_2,0
2009,12,AL,Ignorado,VSR,0
2009,12,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,12,AL,Ignorado,Adenovirus,0
2009,13,AL,Ignorado,"Influenza A, B",0
2009,13,AL,Ignorado,SARS_CoV_2,0
2009,13,AL,Ignorado,VSR,0
2009,13,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,13,AL,Ignorado,Adenovirus,0
2009,14,AL,Ignorado,"Influenza A, B",0
2009,14,AL,Ignorado,SARS_CoV_2,0
2009,14,AL,Ignorado,VSR,0
2009,14,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,14,AL,Ignorado,Adenovirus,0
2009,15,AL,Ignorado,"Influenza A, B",0
2009,15,AL,Ignorado,SARS_CoV_2,0
2009,15,AL,Ignorado,VSR,0
2009,15,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,15,AL,Ignorado,Adenovirus,0
2009,16,AL,Ignorado,"Influenza A, B",0
2009,16,AL,Ignorado,SARS_CoV_2,0
2009,16,AL,Ignorado,VSR,0
2009,16,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2009,16,AL,Ignorado,Adenovirus,0
2010,1,AL,Ignorado,"Influenza A, B",0
2010,1,AL,Ignorado,SARS_CoV_2,0
2010,1,AL,Ignorado,VSR,0
2010,1,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,1,AL,Ignorado,Adenovirus,0
2010,2,AL,Ignorado,"Influenza A, B",0
2010,2,AL,Ignorado,SARS_CoV_2,0
2010,2,AL,Ignorado,VSR,0
2010,2,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,2,AL,Ignorado,Adenovirus,0
2010,3,AL,Ignorado,"Influenza A, B",0
2010,3,AL,Ignorado,SARS_CoV_2,0
2010,3,AL,Ignorado,VSR,0
2010,3,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,3,AL,Ignorado,Adenovirus,0
2010,4,AL,Ignorado,"Influenza A, B",0
2010,4,AL,Ignorado,SARS_CoV_2,0
2010,4,AL,Ignorado,VSR,0
2010,4,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,4,AL,Ignorado,Adenovirus,0
2010,5,AL,Ignorado,"Influenza A, B",0
2010,5,AL,Ignorado,SARS_CoV_2,0
2010,5,AL,Ignorado,VSR,0
2010,5,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,5,AL,Ignorado,Adenovirus,0
2010,6,AL,Ignorado,"Influenza A, B",0
2010,6,AL,Ignorado,SARS_CoV_2,0
2010,6,AL,Ignorado,VSR,0
2010,6,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,6,AL,Ignorado,Adenovirus,0
2010,7,AL,Ignorado,"Influenza A, B",0
2010,7,AL,Ignorado,SARS_CoV_2,0
2010,7,AL,Ignorado,VSR,0
2010,7,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,7,AL,Ignorado,Adenovirus,0
2010,8,AL,Ignorado,"Influenza A, B",0
2010,8,AL,Ignorado,SARS_CoV_2,0
2010,8,AL,Ignorado,VSR,0
2010,8,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,8,AL,Ignorado,Adenovirus,0
2010,9,AL,Ignorado,"Influenza A, B",0
2010,9,AL,Ignorado,SARS_CoV_2,0
2010,9,AL,Ignorado,VSR,0
2010,9,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,9,AL,Ignorado,Adenovirus,0
2010,10,AL,Ignorado,"Influenza A, B",0
2010,10,AL,Ignorado,SARS_CoV_2,0
2010,10,AL,Ignorado,VSR,0
2010,10,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,10,AL,Ignorado,Adenovirus,0
2010,11,AL,Ignorado,"Influenza A, B",0
2010,11,AL,Ignorado,SARS_CoV_2,0
2010,11,AL,Ignorado,VSR,0
2010,11,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,11,AL,Ignorado,Adenovirus,0
2010,12,AL,Ignorado,"Influenza A, B",0
2010,12,AL,Ignorado,SARS_CoV_2,0
2010,12,AL,Ignorado,VSR,0
2010,12,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,12,AL,Ignorado,Adenovirus,0
2010,13,AL,Ignorado,"Influenza A, B",0
2010,13,AL,Ignorado,SARS_CoV_2,0
2010,13,AL,Ignorado,VSR,0
2010,13,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,13,AL,Ignorado,Adenovirus,0
2010,14,AL,Ignorado,"Influenza A, B",0
2010,14,AL,Ignorado,SARS_CoV_2,0
2010,14,AL,Ignorado,VSR,0
2010,14,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,14,AL,Ignorado,Adenovirus,0
2010,15,AL,Ignorado,"Influenza A, B",0
2010,15,AL,Ignorado,SARS_CoV_2,0
2010,15,AL,Ignorado,VSR,0
2010,15,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,15,AL,Ignorado,Adenovirus,0
2010,16,AL,Ignorado,"Influenza A, B",0
2010,16,AL,Ignorado,SARS_CoV_2,0
2010,16,AL,Ignorado,VSR,0
2010,16,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2010,16,AL,Ignorado,Adenovirus,0
2011,1,AL,Ignorado,"Influenza A, B",0
2011,1,AL,Ignorado,SARS_CoV_2,0
2011,1,AL,Ignorado,VSR,0
2011,1,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,1,AL,Ignorado,Adenovirus,0
2011,2,AL,Ignorado,"Influenza A, B",0
2011,2,AL,Ignorado,SARS_CoV_2,0
2011,2,AL,Ignorado,VSR,0
2011,2,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,2,AL,Ignorado,Adenovirus,0
2011,3,AL,Ignorado,"Influenza A, B",0
2011,3,AL,Ignorado,SARS_CoV_2,0
2011,3,AL,Ignorado,VSR,0
2011,3,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,3,AL,Ignorado,Adenovirus,0
2011,4,AL,Ignorado,"Influenza A, B",0
2011,4,AL,Ignorado,SARS_CoV_2,0
2011,4,AL,Ignorado,VSR,0
2011,4,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,4,AL,Ignorado,Adenovirus,0
2011,5,AL,Ignorado,"Influenza A, B",0
2011,5,AL,Ignorado,SARS_CoV_2,0
2011,5,AL,Ignorado,VSR,0
2011,5,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,5,AL,Ignorado,Adenovirus,0
2011,6,AL,Ignorado,"Influenza A, B",0
2011,6,AL,Ignorado,SARS_CoV_2,0
2011,6,AL,Ignorado,VSR,0
2011,6,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,6,AL,Ignorado,Adenovirus,0
2011,7,AL,Ignorado,"Influenza A, B",0
2011,7,AL,Ignorado,SARS_CoV_2,0
2011,7,AL,Ignorado,VSR,0
2011,7,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,7,AL,Ignorado,Adenovirus,0
2011,8,AL,Ignorado,"Influenza A, B",0
2011,8,AL,Ignorado,SARS_CoV_2,0
2011,8,AL,Ignorado,VSR,0
2011,8,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,8,AL,Ignorado,Adenovirus,0
2011,9,AL,Ignorado,"Influenza A, B",0
2011,9,AL,Ignorado,SARS_CoV_2,0
2011,9,AL,Ignorado,VSR,0
2011,9,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,9,AL,Ignorado,Adenovirus,0
2011,10,AL,Ignorado,"Influenza A, B",0
2011,10,AL,Ignorado,SARS_CoV_2,0
2011,10,AL,Ignorado,VSR,0
2011,10,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,10,AL,Ignorado,Adenovirus,0
2011,11,AL,Ignorado,"Influenza A, B",0
2011,11,AL,Ignorado,SARS_CoV_2,0
2011,11,AL,Ignorado,VSR,0
2011,11,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,11,AL,Ignorado,Adenovirus,0
2011,12,AL,Ignorado,"Influenza A, B",0
2011,12,AL,Ignorado,SARS_CoV_2,0
2011,12,AL,Ignorado,VSR,0
2011,12,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,12,AL,Ignorado,Adenovirus,0
2011,13,AL,Ignorado,"Influenza A, B",0
2011,13,AL,Ignorado,SARS_CoV_2,0
2011,13,AL,Ignorado,VSR,0
2011,13,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,13,AL,Ignorado,Adenovirus,0
2011,14,AL,Ignorado,"Influenza A, B",0
2011,14,AL,Ignorado,SARS_CoV_2,0
2011,14,AL,Ignorado,VSR,0
2011,14,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,14,AL,Ignorado,Adenovirus,0
2011,15,AL,Ignorado,"Influenza A, B",0
2011,15,AL,Ignorado,SARS_CoV_2,0
2011,15,AL,Ignorado,VSR,0
2011,15,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,15,AL,Ignorado,Adenovirus,0
2011,16,AL,Ignorado,"Influenza A, B",0
2011,16,AL,Ignorado,SARS_CoV_2,0
2011,16,AL,Ignorado,VSR,0
2011,16,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2011,16,AL,Ignorado,Adenovirus,0
2012,1,AL,Ignorado,"Influenza A, B",0
2012,1,AL,Ignorado,SARS_CoV_2,0
2012,1,AL,Ignorado,VSR,0
2012,1,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,1,AL,Ignorado,Adenovirus,0
2012,2,AL,Ignorado,"Influenza A, B",0
2012,2,AL,Ignorado,SARS_CoV_2,0
2012,2,AL,Ignorado,VSR,0
2012,2,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,2,AL,Ignorado,Adenovirus,0
2012,3,AL,Ignorado,"Influenza A, B",0
2012,3,AL,Ignorado,SARS_CoV_2,0
2012,3,AL,Ignorado,VSR,0
2012,3,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,3,AL,Ignorado,Adenovirus,0
2012,4,AL,Ignorado,"Influenza A, B",0
2012,4,AL,Ignorado,SARS_CoV_2,0
2012,4,AL,Ignorado,VSR,0
2012,4,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,4,AL,Ignorado,Adenovirus,0
2012,5,AL,Ignorado,"Influenza A, B",0
2012,5,AL,Ignorado,SARS_CoV_2,0
2012,5,AL,Ignorado,VSR,0
2012,5,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,5,AL,Ignorado,Adenovirus,0
2012,6,AL,Ignorado,"Influenza A, B",0
2012,6,AL,Ignorado,SARS_CoV_2,0
2012,6,AL,Ignorado,VSR,0
2012,6,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,6,AL,Ignorado,Adenovirus,0
2012,7,AL,Ignorado,"Influenza A, B",0
2012,7,AL,Ignorado,SARS_CoV_2,0
2012,7,AL,Ignorado,VSR,0
2012,7,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,7,AL,Ignorado,Adenovirus,0
2012,8,AL,Ignorado,"Influenza A, B",0
2012,8,AL,Ignorado,SARS_CoV_2,0
2012,8,AL,Ignorado,VSR,0
2012,8,AL,Ignorado,"Parainfluenza 1, 2, 3",0
2012,8,AL,Ignorado,Adenovirus,0
2012,9,AL,Ignorado,"Influenza A, B",0
2012,9,AL,Ignorado,SARS_CoV_2,0
2012,9,AL,Ignorado,VSR,0
2012,9,AL,Ignorado,"Parainfluenza 1, 2, 3",0
